dtm,SS_Price,DA_Price,ND,EMBEDDED_WIND_GENERATION,EMBEDDED_SOLAR_GENERATION
2021-11-25 00:00:00,210.0,184.56,25712,2140,0
2021-11-25 00:30:00,210.0,184.56,25981,2210,0
2021-11-25 01:00:00,199.0,171.61,25431,2250,0
2021-11-25 01:30:00,209.0,171.61,24725,2290,0
2021-11-25 02:00:00,80.0,160.44,24081,2332,0
2021-11-25 02:30:00,124.98,160.44,23794,2374,0
2021-11-25 03:00:00,119.98,160.34,23376,2386,0
2021-11-25 03:30:00,113.93,160.34,23315,2397,0
2021-11-25 04:00:00,200.0,169.79,22958,2419,0
2021-11-25 04:30:00,200.0,169.79,23180,2441,0
2021-11-25 05:00:00,150.0,190.44,23733,2469,0
2021-11-25 05:30:00,160.7,190.44,24950,2496,0
2021-11-25 06:00:00,209.0,197.87,27967,2466,0
2021-11-25 06:30:00,209.0,197.87,30968,2436,0
2021-11-25 07:00:00,240.0,212.05,34297,2378,0
2021-11-25 07:30:00,310.69,212.05,36079,2319,26
2021-11-25 08:00:00,284.95,217.12,37083,2312,491
2021-11-25 08:30:00,284.95,217.12,37044,2304,1400
2021-11-25 09:00:00,284.95,187.58,37232,2228,2390
2021-11-25 09:30:00,284.95,187.58,36721,2152,3260
2021-11-25 10:00:00,260.0,178.3,36120,2132,3920
2021-11-25 10:30:00,260.0,178.3,35541,2112,4430
2021-11-25 11:00:00,260.0,193.94,35187,2120,4750
2021-11-25 11:30:00,260.0,193.94,34934,2127,4700
2021-11-25 12:00:00,284.95,212.04,35258,2107,4540
2021-11-25 12:30:00,253.0,212.04,35506,2087,4250
2021-11-25 13:00:00,149.0,216.37,36082,1996,3720
2021-11-25 13:30:00,149.1,216.37,36599,1905,2970
2021-11-25 14:00:00,253.0,233.33,37234,1837,2220
2021-11-25 14:30:00,284.95,233.33,37359,1769,1350
2021-11-25 15:00:00,274.0,289.14,38351,1702,590
2021-11-25 15:30:00,310.0,289.14,39648,1635,87
2021-11-25 16:00:00,325.0,315.31,41344,1605,2
2021-11-25 16:30:00,152.1,315.31,42451,1575,0
2021-11-25 17:00:00,152.1,280.62,43160,1582,0
2021-11-25 17:30:00,152.1,280.62,43159,1588,0
2021-11-25 18:00:00,155.0,253.73,42717,1714,0
2021-11-25 18:30:00,294.94994,253.73,42088,1840,0
2021-11-25 19:00:00,295.0,194.58,41242,1962,0
2021-11-25 19:30:00,152.0,194.58,40448,2083,0
2021-11-25 20:00:00,152.0,193.29,39143,2207,0
2021-11-25 20:30:00,142.2995,193.29,37479,2331,0
2021-11-25 21:00:00,80.0,182.84,35392,2431,0
2021-11-25 21:30:00,230.0,182.84,33245,2531,0
2021-11-25 22:00:00,152.27,191.33,31043,2612,0
2021-11-25 22:30:00,227.0,191.33,28976,2693,0
2021-11-25 23:00:00,227.0,184.5,27027,2765,0
2021-11-25 23:30:00,222.0,184.5,25427,2836,0
2021-11-26 00:00:00,220.0,173.69,24895,2946,0
2021-11-26 00:30:00,225.0,173.69,25362,3056,0
2021-11-26 01:00:00,222.0,152.74,24892,3146,0
2021-11-26 01:30:00,150.0,152.74,24156,3235,0
2021-11-26 02:00:00,150.0601,147.54,23328,3358,0
2021-11-26 02:30:00,129.97,147.54,22857,3480,0
2021-11-26 03:00:00,124.67,146.55,22224,3546,0
2021-11-26 03:30:00,97.44,146.55,21779,3612,0
2021-11-26 04:00:00,108.17,160.42,21578,3663,0
2021-11-26 04:30:00,61.0,160.42,21681,3713,0
2021-11-26 05:00:00,220.0,194.46,22474,3734,0
2021-11-26 05:30:00,220.0,194.46,23473,3754,0
2021-11-26 06:00:00,166.43,191.97,26281,3736,0
2021-11-26 06:30:00,150.0,191.97,29021,3718,0
2021-11-26 07:00:00,209.0,216.65,32229,3714,0
2021-11-26 07:30:00,241.0,216.65,33998,3710,1
2021-11-26 08:00:00,248.0,222.77,35732,3735,42
2021-11-26 08:30:00,255.0,222.77,36267,3760,309
2021-11-26 09:00:00,255.0,198.61,36700,3822,813
2021-11-26 09:30:00,255.0,198.61,36599,3883,1330
2021-11-26 10:00:00,255.0,183.66,35995,3967,1620
2021-11-26 10:30:00,255.0,183.66,35858,4050,1960
2021-11-26 11:00:00,247.0,179.45,35533,4084,2770
2021-11-26 11:30:00,135.01,179.45,35227,4118,2720
2021-11-26 12:00:00,243.0,189.12,35336,4155,2380
2021-11-26 12:30:00,243.0,189.12,35066,4191,2460
2021-11-26 13:00:00,201.1,184.07,35339,4221,1900
2021-11-26 13:30:00,199.28,184.07,35367,4251,1350
2021-11-26 14:00:00,243.0,199.91,35588,4213,1070
2021-11-26 14:30:00,245.0,199.91,35852,4174,719
2021-11-26 15:00:00,0.0,242.49,36496,4078,226
2021-11-26 15:30:00,252.14,242.49,37491,3981,36
2021-11-26 16:00:00,289.14,253.74,38506,3921,0
2021-11-26 16:30:00,294.14,253.74,39701,3861,0
2021-11-26 17:00:00,289.14,225.53,40492,3897,0
2021-11-26 17:30:00,289.14,225.53,40305,3933,1
2021-11-26 18:00:00,289.14,201.44,39385,3825,0
2021-11-26 18:30:00,289.14,201.44,38517,3716,1
2021-11-26 19:00:00,285.0,193.73,37536,3732,0
2021-11-26 19:30:00,285.0,193.73,36263,3747,0
2021-11-26 20:00:00,285.0,199.95,35352,3697,0
2021-11-26 20:30:00,285.0,199.95,33887,3647,0
2021-11-26 21:00:00,245.0,177.23,32448,3744,0
2021-11-26 21:30:00,240.0,177.23,31120,3841,0
2021-11-26 22:00:00,245.0,194.34,29453,3808,0
2021-11-26 22:30:00,239.9,194.34,28303,3774,0
2021-11-26 23:00:00,239.9,192.79,26856,3738,0
2021-11-26 23:30:00,240.0,192.79,25705,3702,0
2021-11-27 00:00:00,240.0,185.6,25459,3613,0
2021-11-27 00:30:00,245.0,185.6,25833,3523,0
2021-11-27 01:00:00,240.0,169.92,25223,3665,0
2021-11-27 01:30:00,245.0,169.92,24489,3807,0
2021-11-27 02:00:00,245.0,155.35,23786,3817,0
2021-11-27 02:30:00,240.0,155.35,23306,3827,0
2021-11-27 03:00:00,245.0,159.4,23022,3965,0
2021-11-27 03:30:00,245.0,159.4,22712,4103,0
2021-11-27 04:00:00,240.0,167.66,22214,4160,0
2021-11-27 04:30:00,234.0,167.66,21871,4216,0
2021-11-27 05:00:00,234.0,185.8,22004,4299,0
2021-11-27 05:30:00,230.0,185.8,22465,4382,1
2021-11-27 06:00:00,150.0,173.77,23803,4409,0
2021-11-27 06:30:00,150.0,173.77,24840,4436,0
2021-11-27 07:00:00,141.0,191.65,26319,4471,1
2021-11-27 07:30:00,141.0,191.65,27769,4505,2
2021-11-27 08:00:00,209.0,205.47,29482,4528,85
2021-11-27 08:30:00,237.0,205.47,31283,4550,471
2021-11-27 09:00:00,237.0,207.42,32661,4576,722
2021-11-27 09:30:00,240.0,207.42,33403,4601,791
2021-11-27 10:00:00,275.0,207.05,33582,4614,1030
2021-11-27 10:30:00,284.72,207.05,33907,4627,1430
2021-11-27 11:00:00,240.0,201.97,34381,4644,1650
2021-11-27 11:30:00,237.0,201.97,34509,4660,1620
2021-11-27 12:00:00,141.0,191.93,34684,4678,1830
2021-11-27 12:30:00,141.0,191.93,34495,4695,1630
2021-11-27 13:00:00,240.0,205.83,34301,4669,1460
2021-11-27 13:30:00,240.0,205.83,34146,4642,1360
2021-11-27 14:00:00,240.0,202.38,33904,4564,1020
2021-11-27 14:30:00,240.0,202.38,34053,4486,762
2021-11-27 15:00:00,274.0,238.74,34330,4387,331
2021-11-27 15:30:00,274.0,238.74,35185,4288,51
2021-11-27 16:00:00,265.0,252.13,36990,4186,1
2021-11-27 16:30:00,275.0,252.13,38365,4084,0
2021-11-27 17:00:00,275.0,231.42,39290,4009,0
2021-11-27 17:30:00,275.0,231.42,39291,3934,0
2021-11-27 18:00:00,275.0,203.33,38786,3873,0
2021-11-27 18:30:00,275.0,203.33,37775,3811,0
2021-11-27 19:00:00,255.0,199.5,36758,3735,0
2021-11-27 19:30:00,216.17,199.5,35651,3658,0
2021-11-27 20:00:00,255.0,195.32,34848,3559,0
2021-11-27 20:30:00,255.0,195.32,33473,3460,0
2021-11-27 21:00:00,250.0,179.54,32280,3375,0
2021-11-27 21:30:00,245.0,179.54,31095,3290,0
2021-11-27 22:00:00,230.0,184.24,29895,3191,0
2021-11-27 22:30:00,230.0,184.24,28522,3092,0
2021-11-27 23:00:00,229.0,180.56,27248,2906,0
2021-11-27 23:30:00,229.0,180.56,26217,2720,0
2021-11-28 00:00:00,229.0,179.26,25879,2625,0
2021-11-28 00:30:00,260.0,179.26,26088,2530,0
2021-11-28 01:00:00,260.0,165.67,25995,2452,0
2021-11-28 01:30:00,269.95,165.67,25421,2374,0
2021-11-28 02:00:00,259.95126,162.33,24989,2322,0
2021-11-28 02:30:00,259.95041,162.33,24524,2269,0
2021-11-28 03:00:00,259.95021,160.31,24303,2188,0
2021-11-28 03:30:00,255.5321,160.31,23989,2107,0
2021-11-28 04:00:00,115.0,167.23,23771,2045,0
2021-11-28 04:30:00,260.0,167.23,23636,1982,0
2021-11-28 05:00:00,260.0,183.44,24075,1954,0
2021-11-28 05:30:00,260.0,183.44,24235,1926,0
2021-11-28 06:00:00,287.95028,158.06,25106,1844,0
2021-11-28 06:30:00,250.0,158.06,25881,1762,0
2021-11-28 07:00:00,308.569,190.2,27131,1726,0
2021-11-28 07:30:00,307.0,190.2,27935,1689,5
2021-11-28 08:00:00,240.0,200.14,30145,1661,241
2021-11-28 08:30:00,250.0,200.14,31701,1633,980
2021-11-28 09:00:00,240.0,206.77,32900,1645,1750
2021-11-28 09:30:00,274.0,206.77,33608,1656,2400
2021-11-28 10:00:00,307.0,201.34,34113,1664,3010
2021-11-28 10:30:00,274.0,201.34,34261,1672,3470
2021-11-28 11:00:00,285.0,200.88,34668,1704,3710
2021-11-28 11:30:00,294.0,200.88,34739,1736,3720
2021-11-28 12:00:00,294.0,200.18,35268,1802,3210
2021-11-28 12:30:00,294.0,200.18,35818,1868,2600
2021-11-28 13:00:00,273.5,195.04,36122,1892,2020
2021-11-28 13:30:00,274.95007,195.04,36556,1916,1540
2021-11-28 14:00:00,284.94994,194.68,37348,1930,935
2021-11-28 14:30:00,100.0,194.68,38223,1943,449
2021-11-28 15:00:00,270.0,246.14,38821,1893,147
2021-11-28 15:30:00,244.0,246.14,39767,1842,13
2021-11-28 16:00:00,274.0,284.75,41910,1813,0
2021-11-28 16:30:00,290.0,284.75,43208,1784,0
2021-11-28 17:00:00,288.0,244.14,43207,1759,0
2021-11-28 17:30:00,319.0,244.14,42846,1733,0
2021-11-28 18:00:00,318.0,219.69,42001,1688,0
2021-11-28 18:30:00,274.0,219.69,41256,1642,0
2021-11-28 19:00:00,150.0,196.92,40435,1607,0
2021-11-28 19:30:00,125.0,196.92,39040,1572,0
2021-11-28 20:00:00,76.92,180.1,38021,1524,0
2021-11-28 20:30:00,230.0,180.1,36752,1476,0
2021-11-28 21:00:00,303.61543,158.52,35086,1431,0
2021-11-28 21:30:00,275.0,158.52,33574,1385,0
2021-11-28 22:00:00,249.0,168.6,31874,1340,0
2021-11-28 22:30:00,240.0,168.6,30398,1294,0
2021-11-28 23:00:00,240.0,168.8,28803,1215,0
2021-11-28 23:30:00,200.0,168.8,27532,1136,0
2021-11-29 00:00:00,76.92,162.99,27228,1076,0
2021-11-29 00:30:00,220.0,162.99,27845,1016,0
2021-11-29 01:00:00,220.0,156.41,27481,974,0
2021-11-29 01:30:00,220.0,156.41,27191,931,0
2021-11-29 02:00:00,199.0,151.03,26813,905,0
2021-11-29 02:30:00,198.0,151.03,26399,879,0
2021-11-29 03:00:00,198.0,156.74,26493,865,0
2021-11-29 03:30:00,198.0,156.74,26404,851,0
2021-11-29 04:00:00,199.0,165.25,26082,843,0
2021-11-29 04:30:00,197.0,165.25,26150,835,0
2021-11-29 05:00:00,149.0,206.28,27211,835,0
2021-11-29 05:30:00,150.0,206.28,28587,835,0
2021-11-29 06:00:00,143.0,314.95,31574,825,0
2021-11-29 06:30:00,199.0,314.95,34698,814,0
2021-11-29 07:00:00,150.0,371.44,38048,832,0
2021-11-29 07:30:00,301.73,371.44,39564,850,16
2021-11-29 08:00:00,410.0,382.2,40837,876,279
2021-11-29 08:30:00,500.0,382.2,41421,902,723
2021-11-29 09:00:00,600.0,342.23,41865,984,1140
2021-11-29 09:30:00,750.0,342.23,42146,1065,1520
2021-11-29 10:00:00,550.0,325.77,42029,1132,1800
2021-11-29 10:30:00,500.0,325.77,42075,1199,2170
2021-11-29 11:00:00,313.01,316.03,42265,1317,2270
2021-11-29 11:30:00,315.61,316.03,42290,1435,2360
2021-11-29 12:00:00,306.4901,324.3,42405,1587,2260
2021-11-29 12:30:00,302.64,324.3,42273,1738,1920
2021-11-29 13:00:00,318.34,324.56,41856,1869,1480
2021-11-29 13:30:00,495.0,324.56,41801,1999,1400
2021-11-29 14:00:00,326.85,309.66,41798,2118,926
2021-11-29 14:30:00,313.52,309.66,41868,2237,452
2021-11-29 15:00:00,307.59,418.14,41905,2317,112
2021-11-29 15:30:00,315.0,418.14,42940,2396,9
2021-11-29 16:00:00,76.92,556.03,44189,2468,0
2021-11-29 16:30:00,76.92,556.03,45188,2540,0
2021-11-29 17:00:00,76.92,325.1,45679,2637,0
2021-11-29 17:30:00,78.0451,325.1,45317,2734,0
2021-11-29 18:00:00,310.0,236.03,43830,2816,0
2021-11-29 18:30:00,160.0,236.03,43270,2897,1
2021-11-29 19:00:00,270.0,209.98,42454,2937,0
2021-11-29 19:30:00,265.0,209.98,41100,2976,0
2021-11-29 20:00:00,265.0,191.24,39602,2988,0
2021-11-29 20:30:00,245.0,191.24,37610,2999,0
2021-11-29 21:00:00,235.0,166.07,35719,2994,0
2021-11-29 21:30:00,153.0,166.07,33513,2988,0
2021-11-29 22:00:00,152.0,181.75,31107,2974,0
2021-11-29 22:30:00,76.92,181.75,28950,2959,0
2021-11-29 23:00:00,60.0,179.78,26729,2904,0
2021-11-29 23:30:00,60.0,179.78,25485,2849,0
2021-11-30 00:00:00,60.0,178.81,25076,2828,0
2021-11-30 00:30:00,230.0,178.81,25371,2806,0
2021-11-30 01:00:00,227.0,174.02,25079,2760,0
2021-11-30 01:30:00,227.0,174.02,24546,2714,0
2021-11-30 02:00:00,80.0,166.17,24027,2684,0
2021-11-30 02:30:00,227.0,166.17,23799,2653,0
2021-11-30 03:00:00,82.0,173.7,23626,2585,0
2021-11-30 03:30:00,82.0,173.7,23208,2516,0
2021-11-30 04:00:00,82.0,181.01,23177,2465,0
2021-11-30 04:30:00,82.0,181.01,23258,2414,0
2021-11-30 05:00:00,227.0,204.75,24216,2424,0
2021-11-30 05:30:00,230.0,204.75,25288,2433,0
2021-11-30 06:00:00,235.0,191.9,28181,2420,1
2021-11-30 06:30:00,275.0,191.9,30958,2407,0
2021-11-30 07:00:00,215.5,237.7,34334,2408,0
2021-11-30 07:30:00,153.1,237.7,36223,2409,0
2021-11-30 08:00:00,153.1,249.14,37443,2418,28
2021-11-30 08:30:00,153.0,249.14,38044,2427,144
2021-11-30 09:00:00,285.00054,239.86,38454,2481,342
2021-11-30 09:30:00,285.0,239.86,38636,2534,475
2021-11-30 10:00:00,200.0,219.28,38786,2572,716
2021-11-30 10:30:00,156.0,219.28,38731,2609,913
2021-11-30 11:00:00,305.0,221.09,38876,2653,1040
2021-11-30 11:30:00,156.5,221.09,38693,2697,1250
2021-11-30 12:00:00,156.55,206.06,38526,2694,1200
2021-11-30 12:30:00,295.00016,206.06,38242,2691,1050
2021-11-30 13:00:00,292.00015,202.02,38272,2668,897
2021-11-30 13:30:00,288.0,202.02,37939,2644,758
2021-11-30 14:00:00,305.0,207.04,37449,2589,538
2021-11-30 14:30:00,157.2,207.04,37532,2533,300
2021-11-30 15:00:00,274.97,264.74,38118,2464,115
2021-11-30 15:30:00,315.0,264.74,38716,2394,12
2021-11-30 16:00:00,315.0,268.76,40377,2379,0
2021-11-30 16:30:00,315.0,268.76,41688,2363,0
2021-11-30 17:00:00,315.0,241.23,42245,2391,0
2021-11-30 17:30:00,299.0,241.23,42040,2418,2
2021-11-30 18:00:00,160.0,216.95,41491,2496,0
2021-11-30 18:30:00,160.0,216.95,41039,2573,0
2021-11-30 19:00:00,158.0,206.72,39780,2676,0
2021-11-30 19:30:00,315.0,206.72,38225,2779,0
2021-11-30 20:00:00,234.0,209.25,36534,2884,0
2021-11-30 20:30:00,160.0,209.25,34814,2989,0
2021-11-30 21:00:00,160.0,174.81,33230,3131,0
2021-11-30 21:30:00,154.0,174.81,31185,3273,0
2021-11-30 22:00:00,150.7,186.95,28734,3374,0
2021-11-30 22:30:00,228.75,186.95,26706,3474,0
2021-11-30 23:00:00,150.5,172.59,24819,3579,0
2021-11-30 23:30:00,0.0,172.59,23487,3684,0
2021-12-01 00:00:00,228.75,164.8,22890,3773,0
2021-12-01 00:30:00,242.0,164.8,23289,3862,0
2021-12-01 01:00:00,242.0,144.8,23014,3911,0
2021-12-01 01:30:00,242.0,144.8,22541,3959,0
2021-12-01 02:00:00,56.24,134.74,21978,4009,0
2021-12-01 02:30:00,46.1,134.74,21588,4059,0
2021-12-01 03:00:00,52.98,150.47,21167,4058,0
2021-12-01 03:30:00,55.65,150.47,21199,4056,0
2021-12-01 04:00:00,51.24,175.32,21012,4018,0
2021-12-01 04:30:00,93.58,175.32,21174,3979,0
2021-12-01 05:00:00,157.0,207.69,22080,3926,0
2021-12-01 05:30:00,227.0,207.69,23317,3872,0
2021-12-01 06:00:00,100.0,201.77,26384,3755,0
2021-12-01 06:30:00,227.0,201.77,29076,3637,0
2021-12-01 07:00:00,110.0,224.74,32594,3591,0
2021-12-01 07:30:00,114.0,224.74,34400,3544,4
2021-12-01 08:00:00,120.0,233.33,35637,3557,82
2021-12-01 08:30:00,243.0,233.33,36096,3570,353
2021-12-01 09:00:00,243.0,200.39,36364,3590,808
2021-12-01 09:30:00,113.0,200.39,36234,3610,1540
2021-12-01 10:00:00,114.0,194.55,36212,3619,1980
2021-12-01 10:30:00,114.0,194.55,36244,3627,2400
2021-12-01 11:00:00,115.5,214.92,36112,3651,2340
2021-12-01 11:30:00,243.0,214.92,36297,3675,2080
2021-12-01 12:00:00,243.0,211.05,36869,3691,1730
2021-12-01 12:30:00,243.0,211.05,36846,3706,1890
2021-12-01 13:00:00,243.0,214.02,37054,3692,1480
2021-12-01 13:30:00,124.0,214.02,37066,3678,1220
2021-12-01 14:00:00,243.0,206.75,37174,3657,940
2021-12-01 14:30:00,243.0,206.75,37384,3635,608
2021-12-01 15:00:00,243.0,257.1,38154,3547,220
2021-12-01 15:30:00,265.0,257.1,39341,3459,28
2021-12-01 16:00:00,282.0,272.03,40765,3385,0
2021-12-01 16:30:00,315.0,272.03,41951,3311,0
2021-12-01 17:00:00,305.0,251.92,42295,3308,0
2021-12-01 17:30:00,309.0,251.92,42191,3305,0
2021-12-01 18:00:00,308.0,228.85,41986,3264,0
2021-12-01 18:30:00,305.0,228.85,41093,3222,0
2021-12-01 19:00:00,294.95,212.89,40303,3199,0
2021-12-01 19:30:00,129.0,212.89,39552,3175,0
2021-12-01 20:00:00,134.0,208.91,38030,3164,0
2021-12-01 20:30:00,130.0,208.91,36459,3152,0
2021-12-01 21:00:00,130.0,193.22,34727,3146,0
2021-12-01 21:30:00,0.0,193.22,32808,3139,0
2021-12-01 22:00:00,229.0,182.47,31174,3134,0
2021-12-01 22:30:00,242.0,182.47,29380,3129,0
2021-12-01 23:00:00,242.0,177.7,27366,3039,0
2021-12-01 23:30:00,254.0,177.7,26025,2948,0
2021-12-02 00:00:00,254.0,177.48,25689,2946,0
2021-12-02 00:30:00,254.0,177.48,26286,2944,0
2021-12-02 01:00:00,248.0,171.1,25847,2969,0
2021-12-02 01:30:00,235.0,171.1,25450,2993,0
2021-12-02 02:00:00,229.0,159.26,25052,3028,0
2021-12-02 02:30:00,229.71318,159.26,24691,3063,0
2021-12-02 03:00:00,235.0,163.26,24296,3019,0
2021-12-02 03:30:00,229.0,163.26,23931,2975,0
2021-12-02 04:00:00,229.0,159.34,23576,2953,0
2021-12-02 04:30:00,229.0,159.34,23704,2930,0
2021-12-02 05:00:00,235.0,203.97,24487,2914,0
2021-12-02 05:30:00,235.0,203.97,25723,2898,0
2021-12-02 06:00:00,240.0,202.92,28892,2855,0
2021-12-02 06:30:00,240.0,202.92,31742,2811,0
2021-12-02 07:00:00,130.2,214.21,35543,2718,0
2021-12-02 07:30:00,270.0,214.21,37319,2624,4
2021-12-02 08:00:00,280.0,213.3,38283,2571,211
2021-12-02 08:30:00,280.0,213.3,38812,2517,958
2021-12-02 09:00:00,280.0,210.98,39641,2385,1840
2021-12-02 09:30:00,294.9,210.98,39323,2252,2720
2021-12-02 10:00:00,280.0,211.2,38766,2164,3550
2021-12-02 10:30:00,280.0,211.2,38150,2075,4100
2021-12-02 11:00:00,280.0,225.03,37890,2027,4430
2021-12-02 11:30:00,280.0,225.03,37616,1979,4500
2021-12-02 12:00:00,280.0,250.61,37742,1911,4280
2021-12-02 12:30:00,290.0,250.61,37821,1843,3780
2021-12-02 13:00:00,280.0,262.37,38223,1753,3360
2021-12-02 13:30:00,750.0,262.37,38303,1662,2900
2021-12-02 14:00:00,314.17,271.22,38873,1552,1970
2021-12-02 14:30:00,314.3,271.22,39433,1442,1330
2021-12-02 15:00:00,373.26,358.86,40285,1353,458
2021-12-02 15:30:00,363.54,358.86,41527,1264,54
2021-12-02 16:00:00,395.0,485.32,43896,1202,1
2021-12-02 16:30:00,450.0,485.32,44885,1140,0
2021-12-02 17:00:00,160.0,391.98,45093,1102,4
2021-12-02 17:30:00,160.0,391.98,44864,1063,3
2021-12-02 18:00:00,162.0,336.79,44653,1058,0
2021-12-02 18:30:00,162.0,336.79,44172,1053,0
2021-12-02 19:00:00,450.0,268.79,43368,1095,0
2021-12-02 19:30:00,350.0,268.79,42532,1137,0
2021-12-02 20:00:00,280.0,200.69,41299,1240,0
2021-12-02 20:30:00,245.0,200.69,39881,1343,0
2021-12-02 21:00:00,355.0,192.77,37686,1469,0
2021-12-02 21:30:00,245.0,192.77,36000,1595,0
2021-12-02 22:00:00,238.0,191.18,33999,1696,0
2021-12-02 22:30:00,148.0,191.18,31885,1796,0
2021-12-02 23:00:00,245.0,181.1,29625,1881,0
2021-12-02 23:30:00,245.0,181.1,28047,1966,0
2021-12-03 00:00:00,250.0,174.8,27454,2037,0
2021-12-03 00:30:00,350.0,174.8,27525,2107,0
2021-12-03 01:00:00,245.0,157.2,27097,2176,0
2021-12-03 01:30:00,239.0,157.2,26417,2244,0
2021-12-03 02:00:00,223.0,124.6,25915,2320,0
2021-12-03 02:30:00,220.0,124.6,25687,2396,0
2021-12-03 03:00:00,115.5,121.27,25244,2427,0
2021-12-03 03:30:00,80.0,121.27,24644,2457,0
2021-12-03 04:00:00,80.0,146.45,24453,2457,0
2021-12-03 04:30:00,60.0,146.45,24550,2457,0
2021-12-03 05:00:00,60.0,183.84,25113,2404,0
2021-12-03 05:30:00,223.0,183.84,26499,2351,0
2021-12-03 06:00:00,148.0,193.45,29289,2314,0
2021-12-03 06:30:00,223.0,193.45,32114,2277,0
2021-12-03 07:00:00,214.0,212.78,35424,2186,0
2021-12-03 07:30:00,265.0,212.78,37080,2094,0
2021-12-03 08:00:00,247.8952,217.97,38705,2058,6
2021-12-03 08:30:00,245.0,217.97,39871,2022,103
2021-12-03 09:00:00,138.0,215.93,40897,1978,381
2021-12-03 09:30:00,137.1,215.93,41125,1933,763
2021-12-03 10:00:00,137.1,271.82,40792,1893,1030
2021-12-03 10:30:00,137.1,271.82,40750,1853,1130
2021-12-03 11:00:00,137.1,269.82,40348,1806,1140
2021-12-03 11:30:00,71.0,269.82,40212,1759,1050
2021-12-03 12:00:00,293.95,268.51,40537,1682,919
2021-12-03 12:30:00,305.0,268.51,40278,1605,785
2021-12-03 13:00:00,140.1,282.35,40725,1477,650
2021-12-03 13:30:00,350.0,282.35,40220,1349,469
2021-12-03 14:00:00,350.0,292.29,39946,1228,300
2021-12-03 14:30:00,2140.0,292.29,39308,1106,159
2021-12-03 15:00:00,140.1,526.8,39711,1034,31
2021-12-03 15:30:00,165.0,526.8,40652,961,0
2021-12-03 16:00:00,185.0,666.29,41643,918,0
2021-12-03 16:30:00,185.0,666.29,42443,875,0
2021-12-03 17:00:00,165.0,488.31,42744,870,0
2021-12-03 17:30:00,140.15,488.31,42599,865,0
2021-12-03 18:00:00,137.1,337.49,42303,890,0
2021-12-03 18:30:00,140.0,337.49,41405,914,0
2021-12-03 19:00:00,83.0,244.67,40079,956,0
2021-12-03 19:30:00,140.0,244.67,39070,997,0
2021-12-03 20:00:00,294.97,210.73,38128,1060,0
2021-12-03 20:30:00,140.0,210.73,36757,1123,0
2021-12-03 21:00:00,295.0,200.75,34922,1186,0
2021-12-03 21:30:00,240.0,200.75,33224,1249,0
2021-12-03 22:00:00,265.0,208.99,31548,1317,0
2021-12-03 22:30:00,240.0,208.99,30023,1384,0
2021-12-03 23:00:00,140.4,218.71,28341,1482,0
2021-12-03 23:30:00,238.0,218.71,27043,1580,0
2021-12-04 00:00:00,240.0,187.62,26577,1628,0
2021-12-04 00:30:00,265.0,187.62,26787,1675,0
2021-12-04 01:00:00,240.0,166.95,26349,1714,0
2021-12-04 01:30:00,238.0,166.95,25603,1752,0
2021-12-04 02:00:00,240.0,158.17,24656,1825,0
2021-12-04 02:30:00,240.0,158.17,24066,1897,0
2021-12-04 03:00:00,238.0,159.09,23547,1979,0
2021-12-04 03:30:00,235.0,159.09,22883,2060,0
2021-12-04 04:00:00,238.0,168.72,22520,2037,0
2021-12-04 04:30:00,238.0,168.72,22278,2014,0
2021-12-04 05:00:00,235.0,177.33,22619,2065,0
2021-12-04 05:30:00,140.0,177.33,23050,2116,1
2021-12-04 06:00:00,140.0,190.06,24760,2092,0
2021-12-04 06:30:00,235.0,190.06,25977,2067,0
2021-12-04 07:00:00,240.0,204.67,27765,2117,0
2021-12-04 07:30:00,240.0,204.67,28974,2166,0
2021-12-04 08:00:00,240.0,212.27,30731,2224,33
2021-12-04 08:30:00,240.0,212.27,32214,2281,420
2021-12-04 09:00:00,240.0,201.18,32937,2451,1340
2021-12-04 09:30:00,142.0,201.18,32871,2621,2030
2021-12-04 10:00:00,142.05,195.05,32557,2794,2780
2021-12-04 10:30:00,140.4,195.05,32227,2967,3440
2021-12-04 11:00:00,142.0,186.67,31833,3148,3620
2021-12-04 11:30:00,142.0,186.67,31688,3328,3470
2021-12-04 12:00:00,140.0,184.62,31782,3454,3160
2021-12-04 12:30:00,143.0,184.62,31923,3579,2760
2021-12-04 13:00:00,65.0,187.46,32013,3591,2490
2021-12-04 13:30:00,143.0,187.46,32306,3602,2130
2021-12-04 14:00:00,143.0,189.86,32614,3618,1490
2021-12-04 14:30:00,147.19,189.86,32954,3634,771
2021-12-04 15:00:00,142.5,237.19,33557,3598,263
2021-12-04 15:30:00,140.0,237.19,34492,3561,28
2021-12-04 16:00:00,140.0,251.11,36296,3541,0
2021-12-04 16:30:00,71.0,251.11,37560,3521,0
2021-12-04 17:00:00,117.0,233.38,38463,3557,0
2021-12-04 17:30:00,144.0,233.38,38501,3592,0
2021-12-04 18:00:00,145.0,211.05,38037,3629,0
2021-12-04 18:30:00,145.0,211.05,36979,3666,0
2021-12-04 19:00:00,140.0,205.67,35688,3695,0
2021-12-04 19:30:00,140.0,205.67,34501,3723,0
2021-12-04 20:00:00,20.06204,197.67,33606,3708,0
2021-12-04 20:30:00,140.0,197.67,32242,3693,0
2021-12-04 21:00:00,140.0,184.35,30925,3679,0
2021-12-04 21:30:00,140.0,184.35,29728,3664,0
2021-12-04 22:00:00,140.4,183.25,28186,3638,0
